asym     aligned  renorm=True  mask=causal beta= 0.5 | F nonincr steps=0.926 seeds mono=0.58 | H seeds mono=0.00 | F -410.37->-419.19 norm=1.00
asym     aligned  renorm=True  mask=causal beta= 1.0 | F nonincr steps=0.926 seeds mono=0.58 | H seeds mono=0.00 | F -205.21->-214.03 norm=1.00
asym     aligned  renorm=True  mask=causal beta= 2.0 | F nonincr steps=0.927 seeds mono=0.58 | H seeds mono=0.00 | F -102.66->-111.45 norm=1.00
asym     aligned  renorm=True  mask=causal beta= 4.0 | F nonincr steps=0.932 seeds mono=0.75 | H seeds mono=0.00 | F -51.42->-60.15 norm=1.00
asym     aligned  renorm=True  mask=causal beta= 8.0 | F nonincr steps=0.932 seeds mono=0.75 | H seeds mono=0.00 | F -25.89->-34.44 norm=1.00
asym     aligned  renorm=False mask=None   beta= 0.5 | F nonincr steps=1.000 seeds mono=1.00 | H seeds mono=0.92 | F -532.35->-940.70 norm=5.15
asym     aligned  renorm=False mask=None   beta= 1.0 | F nonincr steps=1.000 seeds mono=1.00 | H seeds mono=1.00 | F -266.19->-702.11 norm=5.31
asym     aligned  renorm=False mask=None   beta= 2.0 | F nonincr steps=1.000 seeds mono=1.00 | H seeds mono=1.00 | F -133.14->-633.00 norm=5.66
asym     aligned  renorm=False mask=None   beta= 4.0 | F nonincr steps=1.000 seeds mono=1.00 | H seeds mono=1.00 | F -66.66->-738.63 norm=6.58
asym     aligned  renorm=False mask=None   beta= 8.0 | F nonincr steps=1.000 seeds mono=1.00 | H seeds mono=0.83 | F -33.50->-7037.19 norm=15.74
asym     aligned  renorm=False mask=causal beta= 0.5 | F nonincr steps=1.000 seeds mono=1.00 | H seeds mono=0.50 | F -410.37->-43411.64 norm=52.60
asym     aligned  renorm=False mask=causal beta= 1.0 | F nonincr steps=1.000 seeds mono=1.00 | H seeds mono=0.50 | F -205.21->-46033.31 norm=55.45
asym     aligned  renorm=False mask=causal beta= 2.0 | F nonincr steps=1.000 seeds mono=1.00 | H seeds mono=0.75 | F -102.66->-49393.06 norm=58.27
asym     aligned  renorm=False mask=causal beta= 4.0 | F nonincr steps=1.000 seeds mono=1.00 | H seeds mono=0.83 | F -51.42->-54263.55 norm=61.41
asym     aligned  renorm=False mask=causal beta= 8.0 | F nonincr steps=1.000 seeds mono=1.00 | H seeds mono=0.42 | F -25.89->-63615.66 norm=66.49
wrote research/physics/theory/logs/f_descent_check_results.json (52s)
